SK_ID_CURR,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_PHONE,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,YEARS_BEGINEXPLUATATION_AVG,FLAG_DOCUMENT_3,FLAG_DOCUMENT_6,AGE,PHONE_CHANGE_YEARS,YEARS_EMPLOYED,CREDIT_PERCENT_INCOME,ANNUITY_CREDIT_PERCENT_INCOME,CREDIT_REFUND_TIME,DAYS_EMPLOYED_PERCENT,INCOME_PER_PERSON,FLAG_CG_ratio,DAYS_ID_4200,NAME_CONTRACT_TYPE_,NAME_CONTRACT_TYPE_Cash loans,NAME_CONTRACT_TYPE_Revolving loans,NAME_TYPE_SUITE_Children,NAME_TYPE_SUITE_Family,NAME_TYPE_SUITE_Group of people,NAME_TYPE_SUITE_Other_A,NAME_TYPE_SUITE_Other_B,"NAME_TYPE_SUITE_Spouse, partner",NAME_TYPE_SUITE_Unaccompanied,NAME_INCOME_TYPE_Businessman,NAME_INCOME_TYPE_Commercial associate,NAME_INCOME_TYPE_State servant,NAME_INCOME_TYPE_Student,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Academic degree,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Incomplete higher,NAME_EDUCATION_TYPE_Lower secondary,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Civil marriage,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Separated,NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS_Widow,NAME_HOUSING_TYPE_Co-op apartment,NAME_HOUSING_TYPE_House / apartment,NAME_HOUSING_TYPE_Municipal apartment,NAME_HOUSING_TYPE_Office apartment,NAME_HOUSING_TYPE_Rented apartment,NAME_HOUSING_TYPE_With parents,OCCUPATION_TYPE_Accountants,OCCUPATION_TYPE_Cleaning staff,OCCUPATION_TYPE_Cooking staff,OCCUPATION_TYPE_Core staff,OCCUPATION_TYPE_Drivers,OCCUPATION_TYPE_HR staff,OCCUPATION_TYPE_High skill tech staff,OCCUPATION_TYPE_IT staff,OCCUPATION_TYPE_Laborers,OCCUPATION_TYPE_Low-skill Laborers,OCCUPATION_TYPE_Managers,OCCUPATION_TYPE_Medicine staff,OCCUPATION_TYPE_Private service staff,OCCUPATION_TYPE_Realty agents,OCCUPATION_TYPE_Sales staff,OCCUPATION_TYPE_Secretaries,OCCUPATION_TYPE_Security staff,OCCUPATION_TYPE_Waiters/barmen staff,WEEKDAY_APPR_PROCESS_START_FRIDAY,WEEKDAY_APPR_PROCESS_START_MONDAY,WEEKDAY_APPR_PROCESS_START_SATURDAY,WEEKDAY_APPR_PROCESS_START_SUNDAY,WEEKDAY_APPR_PROCESS_START_THURSDAY,WEEKDAY_APPR_PROCESS_START_TUESDAY,WEEKDAY_APPR_PROCESS_START_WEDNESDAY,TARGET
100016,1,0,0,0,67500.0,80865.0,5881.5,67500.0,0.031329,-311.0,-3227,9.0,1,1,1,2,2,10,0,0,0,0.4648311169632833,0.7150418188660659,0.1766525794312139,0.9811,1,0,37.0,6.0,7.0,1.198,0.0871333333333333,13.749043611323644,0.2021727807128506,33750.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100017,0,1,1,1,225000.0,918468.0,28966.5,697500.0,0.016612,-643.0,-4911,23.0,1,0,0,2,2,13,0,0,0,0.4809044024296791,0.5669066132460429,0.7700870700124128,0.9806,1,0,39.0,0.0,8.0,4.08208,0.12874,31.707938480658694,0.2149652136873491,75000.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100018,1,0,0,0,189000.0,773680.5,32778.0,679500.0,0.010006,-615.0,-2056,9.0,1,0,0,2,1,9,0,0,0,0.7219397686622343,0.6426562048311103,0.5226973172821112,0.9985,1,0,40.0,1.0,1.0,4.093547619047619,0.1734285714285714,23.603651839648546,0.0139203181787012,94500.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100019,0,1,0,0,157500.0,299772.0,20160.0,247500.0,0.020713,-3494.0,-1368,17.0,1,0,0,3,3,6,1,1,0,0.1156343372622997,0.34663398139668,0.6785676886853644,0.9816,0,0,24.0,3.0,3.0,1.9033142857142853,0.128,14.869642857142855,0.1325618698441796,157500.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100020,0,0,1,0,108000.0,509602.5,26149.5,387000.0,0.018634,-6392.0,-3866,9.0,1,0,0,2,2,12,1,1,0,0.4809044024296791,0.2363778398884225,0.0621030378372968,0.9816,1,0,35.0,0.0,4.0,4.718541666666667,0.242125,19.488039924281534,0.1018482715953909,54000.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100021,1,0,0,1,81000.0,270000.0,13500.0,270000.0,0.010966,-4143.0,-2427,9.0,1,0,0,2,2,10,1,1,0,0.4809044024296791,0.6835133461914255,0.5226973172821112,0.9816,0,0,27.0,8.0,1.0,3.333333333333333,0.1666666666666666,20.0,0.0195376432078559,27000.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100022,1,0,0,0,112500.0,157500.0,7875.0,157500.0,0.04622,-8751.0,-1259,9.0,1,0,1,1,1,13,0,0,0,0.4809044024296791,0.7064284028871654,0.5567274263630174,0.9881,1,0,49.0,1.0,21.0,1.4,0.07,20.0,0.440456033412349,112500.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100023,1,0,0,1,90000.0,544491.0,17563.5,454500.0,0.015221,-1021.0,-3964,9.0,1,1,1,2,2,12,0,0,0,0.4809044024296791,0.5866171400119664,0.4776491548517548,0.9816,1,0,31.0,5.0,6.0,6.0499,0.19515,31.001281065846783,0.1795911173775114,45000.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100024,0,1,0,0,135000.0,427500.0,21375.0,427500.0,0.015221,-298.0,-1800,7.0,1,0,0,2,2,13,0,0,0,0.5656548824667073,0.113374512719927,0.5226973172821112,0.9781,0,0,50.0,1.0,12.0,3.1666666666666665,0.1583333333333333,20.0,0.2348235809774271,67500.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100025,1,1,0,1,202500.0,1132573.5,37561.5,927000.0,0.025164,-2299.0,-2299,14.0,1,0,0,2,2,9,0,0,0,0.4377090198475417,0.2337669575081463,0.5424451438613613,0.9816,1,0,41.0,0.0,5.0,5.592955555555555,0.1854888888888889,30.152509883790582,0.1115086061424232,67500.0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
100026,1,0,1,1,450000.0,497520.0,32521.5,450000.0,0.020713,-114.0,-2518,9.0,1,0,0,3,2,6,0,0,0,0.4809044024296791,0.457142971588935,0.3589512285783967,0.9786,1,0,31.0,1.0,12.0,1.1056,0.07227,15.298187352981872,0.3863269334290328,150000.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
100029,0,1,1,2,135000.0,247500.0,12703.5,247500.0,0.026392,-108.0,-3729,7.0,1,0,0,2,2,14,0,1,1,0.4809044024296791,0.7861793090532118,0.5656079814115492,0.9861,1,0,31.0,0.0,2.0,1.8333333333333333,0.0941,19.482819695359545,0.0660995924153819,33750.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100030,1,0,0,0,90000.0,225000.0,11074.5,225000.0,0.028663,-2419.0,-2893,9.0,1,0,1,2,2,8,0,0,0,0.5619484093041138,0.6514056365297631,0.4614823912998385,0.9781,1,0,53.0,0.0,10.0,2.5,0.12305,20.31694433157253,0.1807179062790938,45000.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100031,1,0,0,0,112500.0,979992.0,27076.5,702000.0,0.018029,-6573.0,-1827,9.0,1,0,0,3,2,9,0,0,0,0.4809044024296791,0.5484771599678789,0.190705947811054,0.9732,1,0,51.0,0.0,7.0,8.71104,0.24068,36.19345188632209,0.1403546250801111,112500.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
100032,0,0,0,1,112500.0,327024.0,23827.5,270000.0,0.019101,-5782.0,-3153,9.0,1,0,0,2,2,10,0,1,1,0.4809044024296791,0.5411237022695412,0.6594055320683344,0.9816,1,0,44.0,0.0,3.0,2.90688,0.2118,13.724645892351274,0.0773764735390017,37500.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100033,0,1,0,0,270000.0,790830.0,57676.5,675000.0,0.04622,-4668.0,-2661,1.0,1,0,0,1,1,11,0,0,0,0.6003959050009468,0.6850109901296888,0.524496446363472,0.9816,0,0,27.0,2.0,5.0,2.929,0.2136166666666666,13.711476944682843,0.1797078246948169,270000.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100034,0,0,0,0,90000.0,180000.0,9000.0,180000.0,0.030755,-4799.0,-3015,9.0,1,0,0,2,2,16,0,0,0,0.2979135090150507,0.5027790378786304,0.5226973172821112,0.9831,0,0,28.0,2.0,3.0,2.0,0.1,20.0,0.0976694710376172,90000.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100035,1,0,0,0,292500.0,665892.0,24592.5,477000.0,0.025164,-5266.0,-3787,9.0,1,0,0,2,2,13,0,0,0,0.4809044024296791,0.479987342189869,0.4101025731788671,0.9697,1,0,42.0,4.0,7.0,2.2765538461538464,0.084076923076923,27.077035681610248,0.1746073298429319,146250.0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100036,1,0,0,0,112500.0,512064.0,25033.5,360000.0,0.008575,-7846.0,-2904,9.0,1,0,0,2,2,12,0,0,0,0.2744223724911185,0.6273004007953609,0.5226973172821112,0.9901,1,0,31.0,1.0,3.0,4.55168,0.22252,20.45515009886752,0.0990667623833453,56250.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
100037,1,0,1,0,90000.0,199008.0,20893.5,180000.0,0.010032,-7123.0,-4464,9.0,1,1,0,2,2,11,0,0,0,0.4809044024296791,0.5594667916353414,0.7981372313187245,0.9801,1,0,36.0,8.0,12.0,2.2112,0.23215,9.524876157656688,0.3394481270232773,45000.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100039,0,1,1,1,360000.0,733315.5,39069.0,679500.0,0.015221,-3557.0,-3557,3.0,1,0,0,2,2,10,1,1,0,0.4809044024296791,0.3217448956617718,0.4118485559242397,0.9816,0,0,32.0,2.0,6.0,2.0369875,0.108525,18.769753513015434,0.1761587138703608,120000.0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100040,1,0,0,0,135000.0,1125000.0,32895.0,1125000.0,0.0196889999999999,-5735.0,-4067,9.0,1,0,0,2,2,14,0,0,0,0.4809044024296791,0.1724975081477771,0.5226973172821112,0.9762,1,0,44.0,8.0,13.0,8.333333333333334,0.2436666666666666,34.19972640218878,0.2866162405451022,67500.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100041,1,0,1,0,112500.0,450000.0,44509.5,450000.0,0.008575,-6265.0,-2009,9.0,1,1,1,2,2,19,0,0,0,0.4809044024296791,0.6631580756296298,0.6785676886853644,0.9861,1,0,33.0,4.0,3.0,4.0,0.39564,10.11020119300374,0.1048692219114986,56250.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
100043,1,0,0,2,198000.0,641173.5,23157.0,553500.0,0.01885,-63.0,-735,9.0,1,1,1,2,2,13,0,0,0,0.8427634659543568,0.6816988025574287,0.7544061731797895,0.9816,1,0,47.0,7.0,2.0,3.23825,0.1169545454545454,27.6881072677808,0.0446537589394732,49500.0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100044,0,0,0,0,121500.0,454500.0,15151.5,454500.0,0.030755,-5474.0,-4270,9.0,1,0,1,2,2,10,0,1,1,0.8045861213121414,0.7197985370372056,0.722392890081304,0.9816,1,0,58.0,4.0,4.0,3.740740740740741,0.1247037037037037,29.99702999703,0.0611092660245765,60750.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100046,0,1,0,0,180000.0,540000.0,27000.0,540000.0,0.025164,-8236.0,-4292,3.0,1,0,0,2,2,8,0,0,0,0.4809044024296791,0.7380532835697358,0.6058362647264226,0.9831,0,0,44.0,1.0,5.0,3.0,0.15,20.0,0.1092025300756542,90000.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100047,0,0,0,0,202500.0,1193580.0,35028.0,855000.0,0.025164,-1182.0,-1029,9.0,1,0,0,2,2,9,0,0,0,0.4809044024296791,0.306840586048305,0.3201633668633456,0.996,1,0,48.0,3.0,3.0,5.894222222222222,0.1729777777777777,34.07502569373073,0.0721885367806887,101250.0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100048,1,0,0,0,202500.0,604152.0,29196.0,540000.0,0.009175,-3148.0,-513,9.0,1,0,1,2,2,12,0,1,1,0.4809044024296791,0.0373152355612163,0.5226973172821112,0.9816,1,0,46.0,1.0,1.0,2.9834666666666667,0.1441777777777777,20.69297163995068,0.0279889222791821,101250.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100049,1,0,1,0,135000.0,288873.0,16258.5,238500.0,0.007305,-45.0,-4409,9.0,1,1,1,3,3,11,0,0,0,0.4682080567974757,0.6742032101473874,0.3996756156233169,0.9816,1,0,37.0,4.0,10.0,2.1398,0.1204333333333333,17.767506227511763,0.268753735803945,67500.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
