SK_ID_CURR,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_PHONE,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,YEARS_BEGINEXPLUATATION_AVG,FLAG_DOCUMENT_3,FLAG_DOCUMENT_6,AGE,PHONE_CHANGE_YEARS,YEARS_EMPLOYED,CREDIT_PERCENT_INCOME,ANNUITY_CREDIT_PERCENT_INCOME,CREDIT_REFUND_TIME,DAYS_EMPLOYED_PERCENT,INCOME_PER_PERSON,FLAG_CG_ratio,DAYS_ID_4200,NAME_CONTRACT_TYPE_,NAME_CONTRACT_TYPE_Cash loans,NAME_CONTRACT_TYPE_Revolving loans,NAME_TYPE_SUITE_Children,NAME_TYPE_SUITE_Family,NAME_TYPE_SUITE_Group of people,NAME_TYPE_SUITE_Other_A,NAME_TYPE_SUITE_Other_B,"NAME_TYPE_SUITE_Spouse, partner",NAME_TYPE_SUITE_Unaccompanied,NAME_INCOME_TYPE_Businessman,NAME_INCOME_TYPE_Commercial associate,NAME_INCOME_TYPE_State servant,NAME_INCOME_TYPE_Student,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Academic degree,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Incomplete higher,NAME_EDUCATION_TYPE_Lower secondary,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Civil marriage,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Separated,NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS_Widow,NAME_HOUSING_TYPE_Co-op apartment,NAME_HOUSING_TYPE_House / apartment,NAME_HOUSING_TYPE_Municipal apartment,NAME_HOUSING_TYPE_Office apartment,NAME_HOUSING_TYPE_Rented apartment,NAME_HOUSING_TYPE_With parents,OCCUPATION_TYPE_Accountants,OCCUPATION_TYPE_Cleaning staff,OCCUPATION_TYPE_Cooking staff,OCCUPATION_TYPE_Core staff,OCCUPATION_TYPE_Drivers,OCCUPATION_TYPE_HR staff,OCCUPATION_TYPE_High skill tech staff,OCCUPATION_TYPE_IT staff,OCCUPATION_TYPE_Laborers,OCCUPATION_TYPE_Low-skill Laborers,OCCUPATION_TYPE_Managers,OCCUPATION_TYPE_Medicine staff,OCCUPATION_TYPE_Private service staff,OCCUPATION_TYPE_Realty agents,OCCUPATION_TYPE_Sales staff,OCCUPATION_TYPE_Secretaries,OCCUPATION_TYPE_Security staff,OCCUPATION_TYPE_Waiters/barmen staff,WEEKDAY_APPR_PROCESS_START_FRIDAY,WEEKDAY_APPR_PROCESS_START_MONDAY,WEEKDAY_APPR_PROCESS_START_SATURDAY,WEEKDAY_APPR_PROCESS_START_SUNDAY,WEEKDAY_APPR_PROCESS_START_THURSDAY,WEEKDAY_APPR_PROCESS_START_TUESDAY,WEEKDAY_APPR_PROCESS_START_WEDNESDAY
100016,1.0,0.0,0.0,0.0,0.0003577707420472,0.0089550561797752,0.0152375261428144,0.0067340067340067,0.4297958957600598,0.9864357990230284,0.5516187300263998,0.0989010989010989,1.0,1.0,1.0,0.5,0.5,0.4347826086956521,0.0,0.0,0.0,0.4842311143419001,0.8363065315489085,0.1971297206356654,0.9811,1.0,0.0,0.3333333333333332,0.5,0.1428571428571428,0.0325231313693657,0.0598819001553916,0.1532764618864572,0.2774006493735891,0.0007789135598272,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100017,0.0,1.0,1.0,0.0526315789473684,0.0017042197712575,0.2180943820224719,0.1053972829047962,0.1638608305274971,0.2260101359771801,0.9719556873691556,0.3176323468111712,0.2527472527472528,1.0,0.0,0.0,0.5,0.5,0.5652173913043478,0.0,0.0,0.0,0.5015169788246147,0.6630488969531542,0.8613362027088656,0.9806,1.0,0.0,0.375,0.0,0.1632653061224489,0.1111351925333294,0.088549511052542,0.6351563632238789,0.2949531072350367,0.0018366974065063,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
100018,1.0,0.0,0.0,0.0,0.0013964599931523,0.1819426966292134,0.1202833090212481,0.159371492704826,0.1345370960148439,0.9731769016050243,0.7143254133666805,0.0989010989010989,1.0,0.0,0.0,0.5,0.0,0.3913043478260869,0.0,0.0,0.0,0.7607362084555596,0.7516449535400516,0.5844431673865969,0.9985,1.0,0.0,0.3958333333333332,0.0833333333333333,0.0204081632653061,0.1114477681796279,0.1193406000750655,0.4176990600103903,0.0191000256742931,0.0023367406794818,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
100019,0.0,1.0,0.0,0.0,0.0011271701873102,0.0636134831460674,0.0710030053252254,0.0516273849607182,0.2827965327203743,0.8476099092812281,0.8099208003334722,0.1868131868131868,1.0,0.0,0.0,1.0,1.0,0.2608695652173913,1.0,1.0,0.0,0.1086907044903356,0.4054199626247736,0.7589023750875217,0.9816,0.0,0.0,0.0625,0.25,0.0612244897959183,0.0517480522343863,0.088039640068792,0.1833448072909506,0.181887733092921,0.0039522650998644,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
100020,0.0,0.0,1.0,0.0,0.0007040004924156,0.116005617977528,0.0943953320796499,0.0864197530864197,0.2540086958929906,0.7212142358688066,0.4628317354453244,0.0989010989010989,1.0,0.0,0.0,0.5,0.5,0.5217391304347826,1.0,1.0,0.0,0.5015169788246147,0.2764653485111289,0.0689191948694978,0.9816,1.0,0.0,0.2916666666666666,0.0,0.0816326530612244,0.1284833810262,0.1666734590153699,0.3072673949135277,0.1397456995868647,0.0012981892663788,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
100021,1.0,0.0,0.0,0.0526315789473684,0.0004731806588367,0.0561797752808988,0.0449920033744002,0.0572390572390572,0.1478301808413415,0.8193039078855546,0.6627761567319717,0.0989010989010989,1.0,0.0,0.0,0.5,0.5,0.4347826086956521,1.0,1.0,0.0,0.5015169788246147,0.7994311069990087,0.5844431673865969,0.9816,0.0,0.0,0.125,0.6666666666666666,0.0204081632653061,0.0907264248305216,0.1146815473278004,0.3210045024900725,0.0268075400357008,0.0006058216576434,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
100022,1.0,0.0,0.0,0.0,0.0007424704646787,0.0280898876404494,0.0230232517267438,0.0291806958473625,0.6359910271677421,0.6183269364968597,0.8250659997221064,0.0989010989010989,1.0,0.0,1.0,0.0,0.0,0.5652173913043478,0.0,0.0,0.0,0.5015169788246147,0.8262323559196424,0.6225316495964175,0.9881,1.0,0.0,0.5833333333333333,0.0833333333333333,0.4285714285714285,0.038029093879116,0.0480767791802792,0.3210045024900725,0.6043483660772276,0.0027983190853054,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100023,1.0,0.0,0.0,0.0526315789473684,0.000550120603363,0.1247168539325842,0.0608622295646672,0.1032547699214365,0.2067490099421197,0.9554692951849266,0.4492149506738918,0.0989010989010989,1.0,1.0,1.0,0.5,0.5,0.5217391304347826,0.0,0.0,0.0,0.5015169788246147,0.6861021558311277,0.53402263746016,0.9816,1.0,0.0,0.2083333333333332,0.4166666666666666,0.1224489795918367,0.1647725348399475,0.1343069867698891,0.6161950625532921,0.2464164187018254,0.001067400063467,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
100024,0.0,1.0,0.0,0.0,0.0009348203259945,0.095505617977528,0.0757482556811191,0.0965207631874298,0.2067490099421197,0.9870027913468248,0.7498957899124635,0.0769230769230769,1.0,0.0,0.0,0.5,0.5,0.5652173913043478,0.0,0.0,0.0,0.5926610897052361,0.1326017380788723,0.5844431673865969,0.9781,0.0,0.0,0.6041666666666665,0.0833333333333333,0.2448979591836734,0.0861835514726418,0.1089397569702555,0.3210045024900725,0.3222007117955686,0.0016443730707465,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100025,1.0,1.0,0.0,0.0526315789473684,0.0015118699099417,0.2715539325842696,0.1389655354224151,0.2210998877665544,0.3444293666398958,0.8997295882763432,0.6805613450048631,0.1538461538461538,1.0,0.0,0.0,0.5,0.5,0.3913043478260869,0.0,0.0,0.0,0.4550629087370222,0.2734116834250946,0.6065460862916796,0.9816,1.0,0.0,0.4166666666666666,0.0,0.1020408163265306,0.1523174903837604,0.1276503378153753,0.5934205111990398,0.1530006148482768,0.0016443730707465,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
100026,1.0,0.0,1.0,0.0526315789473684,0.003627718384415,0.1129887640449438,0.119281533946115,0.1021324354657687,0.2827965327203743,0.9950279134682484,0.6501319994442128,0.0989010989010989,1.0,0.0,0.0,1.0,0.5,0.2608695652173913,0.0,0.0,0.0,0.5015169788246147,0.534670306337042,0.4011689976890761,0.9786,1.0,0.0,0.2083333333333332,0.0833333333333333,0.2448979591836734,0.0300045623797571,0.0496408428736745,0.1948436762846219,0.5300779948015486,0.0037599407641045,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
100029,0.0,1.0,1.0,0.1052631578947368,0.0009348203259945,0.0505617977528089,0.0418812281410921,0.0516273849607182,0.3614334376471239,0.9952896022330774,0.4818674447686535,0.0769230769230769,1.0,0.0,0.0,0.5,0.5,0.6086956521739131,0.0,1.0,1.0,0.5015169788246147,0.919508314874598,0.632471284587747,0.9861,1.0,0.0,0.2083333333333332,0.0,0.0408163265306122,0.0498405646096035,0.0646820368942992,0.3071273237445505,0.0906950470518557,0.0007789135598272,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
